actor_1_facebook_likes,actor_1_name,actor_2_facebook_likes,actor_2_name,actor_3_facebook_likes,actor_3_name,aspect_ratio,budget,cast_total_facebook_likes,color,content_rating,country,director_facebook_likes,director_name,facenumber_in_poster,genres,gross,imdb_score,language,movie_facebook_likes,movie_title,num_critic_for_reviews,num_user_for_reviews,num_voted_users,overview,plot_keywords,popularity,production_companies,runtime,title_year,return_rate,if_profit,total_fb_likes
605,Ronny Cox,308,Rachel Ticotin,217,Marshall Bell,1.85,65,1441,Color,R,USA,719,Paul Verhoeven,0,Action,119.412921,7.5,English,0,Total Recall,196,391,240241,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",ambiguous ending|false memory|implanted memory|memory|space colony,43.129703,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""Carolco International N.V."", ""id"": 80461}]",113,1990,0.8371218615384615,1,3290
845,Tony Curran,372,Vladimir Kulich,241,Clive Russell,2.35,85,1815,Color,R,USA,323,John McTiernan,1,Action,32.694788,6.6,English,0,The 13th Warrior,85,546,101411,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.",arab|battle|combat|viking|warrior,27.220157,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]",102,1999,-0.6153554352941176,0,3596
10000,Jeremy Renner,826,Scott Glenn,602,Stacy Keach,2.35,125,12175,Color,PG-13,USA,209,Tony Gilroy,0,Action,113.165635,6.7,English,31000,The Bourne Legacy,436,504,229823,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",assassin|cia|drone|pill|wolf,90.33681,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Captivate Entertainment"", ""id"": 25716}]",120,2012,-0.09467492,0,54812
920,Michael Gough,890,Vivica A. Fox,409,John Glover,1.85,125,2699,Color,PG-13,USA,541,Joel Schumacher,3,Action,107.285004,3.7,English,0,Batman & Robin,183,1018,189855,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",butler|critically bashed|cure|freeze|gotham,50.073575,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Warner Bros."", ""id"": 6194}]",125,1997,-0.14171996799999997,0,5459
1000,Clint Howard,722,T.J. Thyne,636,Molly Shannon,1.85,123,4146,Color,PG,USA,2000,Ron Howard,0,Comedy,260.031035,6,English,0,How the Grinch Stole Christmas,175,482,141414,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",box office hit|christmas|materialism|public humiliation|snowflake,45.419668,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]",104,2000,1.1140734552845526,1,8504
15000,Jake Gyllenhaal,2000,Dennis Quaid,812,Sela Ward,2.35,125,20553,Color,PG-13,USA,776,Roland Emmerich,0,Action,186.739919,6.4,English,19000,The Day After Tomorrow,239,1159,333248,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",climate|end of the world|global warming|natural disaster|weather,41.380094,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",124,2004,0.4939193519999998,1,58141
10000,Tom Cruise,794,Dougray Scott,653,Richard Roxburgh,2.35,125,11930,Color,PG-13,USA,610,John Woo,0,Action,215.397307,6.1,English,0,Mission: Impossible II,237,1426,242188,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",cure|mission|terrorist|thief|virus,54.931334,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Munich Film Partners & Company (MFP) MI2 Productions"", ""id"": 51199}]",123,2000,0.7231784560000001,1,23987
784,Karen Allen,638,Mary Elizabeth Mastrantonio,461,Bob Gunton,2.35,140,2684,Color,PG-13,USA,249,Wolfgang Petersen,0,Action,182.618434,6.4,English,0,The Perfect Storm,231,779,133076,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",death|fish|fishing|sea|storm,25.752118,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Spring Creek Productions"", ""id"": 16061}, {""name"": ""Radiant Productions"", ""id"": 18990}]",130,2000,0.3044173857142858,1,4816
11000,Chris Evans,2000,Ioan Gruffudd,702,Andre Braugher,2.35,130,15302,Color,PG,USA,167,Tim Story,3,Action,131.920333,5.6,English,0,Fantastic 4: Rise of the Silver Surfer,262,436,213275,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",fantastic four|space|strong female character|strong female lead|superheroine,60.810723,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Bernd Eichinger Productions"", ""id"": 10881}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]",92,2007,0.01477179230769221,1,29171
774,Suraj Sharma,358,Rafe Spall,341,Tabu,1.85,120,2121,Color,PG,USA,0,Ang Lee,0,Adventure,124.976634,8,English,122000,Life of Pi,552,755,440084,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",animal|faith|india|journey|tiger,51.328145,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Haishang Films"", ""id"": 13480}]",127,2012,0.041471950000000035,1,125594
12000,Nicolas Cage,701,Matt Long,402,Peter Fonda,2.35,110,14017,Color,PG-13,USA,160,Mark Steven Johnson,1,Action,115.802596,5.2,English,0,Ghost Rider,276,681,182661,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",blackheart|devil|father|ghost|mephistopheles,46.834704,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Crystal Sky Pictures"", ""id"": 20241}, {""name"": ""GH One"", ""id"": 20475}, {""name"": ""Vengeance Productions Pty. Ltd."", ""id"": 20476}]",114,2007,0.052750872727272746,1,27280
13000,Matt Damon,365,Riz Ahmed,265,Ato Essandoh,2.35,120,13752,Color,PG-13,UK,521,Paul Greengrass,0,Action,108.521835,7.1,English,31000,Jason Bourne,267,297,40123,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,black ops|chase|cia|cia agent|repeated scene,62.641286,"[{""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Captivate Entertainment"", ""id"": 25716}, {""name"": ""Pearl Street Films"", ""id"": 29313}, {""name"": ""Double Negative"", ""id"": 31922}, {""name"": ""Perfect World (Beijing) Pictures Co."", ""id"": 83871}]",123,2016,-0.09565137499999998,0,58903
2000,Demi Moore,1000,Bernie Mac,1000,Justin Theroux,2.35,120,4046,Color,PG-13,USA,368,McG,0,Action,100.68588,4.8,English,0,Charlie's Angels: Full Throttle,102,554,100821,"The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.",fbi|murder|ring|witness protection|witness protection program,33.616115,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""Tall Trees Productions"", ""id"": 10239}, {""name"": ""Flower Films (II)"", ""id"": 19813}]",106,2003,-0.16095100000000007,0,8414
13000,Michael Fassbender,9000,Charlize Theron,641,Sean Harris,2.35,130,24098,Color,R,USA,0,Ridley Scott,0,Adventure,126.464904,7,English,97000,Prometheus,775,2326,456260,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,68.889395,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Brandywine Productions"", ""id"": 19747}]",124,2012,-0.0271930461538461,0,143739
886,Nathan Lane,799,Brad Garrett,537,Melanie Griffith,1.85,120,2682,Color,PG,USA,50,Rob Minkoff,0,Adventure,64.736114,5.4,English,459,Stuart Little 2,71,69,36471,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",anthropomorphic mouse|falcon|marshmallow|second part|soccer,27.990284,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}]",78,2002,-0.46053238333333335,0,5413
13000,Matt Damon,2000,Sharlto Copley,1000,Alice Braga,2.35,115,17689,Color,R,USA,662,Neill Blomkamp,0,Action,93.050117,6.6,English,61000,Elysium,476,814,338087,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",christ figure|class differences|messiah|saviour|social commentary,67.33767,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Alpha Core"", ""id"": 18209}, {""name"": ""Genre Films"", ""id"": 28788}, {""name"": ""Simon Kinberg Productions"", ""id"": 31076}]",109,2013,-0.19086854782608698,0,95351
14000,Vin Diesel,850,Alexa Davalos,567,Christina Cox,2.35,105,17159,Color,PG-13,USA,123,David Twohy,0,Action,57.637485,6.7,English,0,The Chronicles of Riddick,207,666,183909,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",bounty hunter|escape|necromonger|planet|warrior,27.835436,"[{""name"": ""One Race Films"", ""id"": 7154}, {""name"": ""Radar Pictures"", ""id"": 14718}]",119,2004,-0.45107157142857146,0,32699
10000,Gary Oldman,2000,Abbie Cornish,1000,Jennifer Ehle,2.35,100,14161,Color,PG-13,USA,294,José Padilha,0,Action,58.607007,6.2,English,60000,RoboCop,492,630,182899,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",law enforcement|police|robocop|robot|technology,66.757869,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",102,2014,-0.41392993,0,87455
690,Scott Porter,107,Kick Gurry,87,Nicholas Elia,2.35,120,902,Color,PG,USA,0,Lana Wachowski,0,Action,43.929341,6.1,English,0,Speed Racer,284,414,57873,"Speed Racer is the tale of a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, he must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities. Inspired by the cartoon series.",based on anime|based on cartoon|gadget car|racer|speed,17.060695,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Velocity Productions"", ""id"": 12170}]",135,2008,-0.6339221583333333,0,1786
273,Shelley Conn,216,Domenick Lombardozzi,157,Teyonah Parris,1.85,120,993,Color,PG-13,USA,274,James L. Brooks,4,Comedy,30.21262,5.3,English,0,How Do You Know,168,196,35066,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",embarrassment|falling in love|love|love triangle|revelation,11.137655,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Road Rebel"", ""id"": 2648}]",121,2010,-0.7482281666666666,0,1913
10000,Tom Cruise,973,Marc Blucas,877,Jordi Mollà,2.35,117,12731,Color,PG-13,USA,446,James Mangold,0,Action,76.418654,6.3,English,11000,Knight and Day,283,348,148280,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",chase|fbi|garage|spy|surveillance,44.906918,"[{""name"": ""Tree Line Films"", ""id"": 84}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Pink Machine"", ""id"": 21845}]",109,2010,-0.34684911111111105,0,36027
11000,Morgan Freeman,10000,Tom Cruise,1000,Zoë Bell,2.35,120,22004,Color,PG-13,USA,364,Joseph Kosinski,0,Action,89.021735,7,English,71000,Oblivion,539,892,387436,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,67.698004,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Monolith Pictures (III)"", ""id"": 19647}, {""name"": ""Radical Studios"", ""id"": 19648}]",124,2013,-0.2581522083333333,0,115368
20000,Natalie Portman,16000,Christopher Lee,4000,Hayden Christensen,2.35,113,44042,Color,PG-13,USA,0,George Lucas,4,Action,380.262555,7.6,English,10000,Star Wars: Episode III - Revenge of the Sith,359,3286,520104,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,44.108427,"[{""name"": ""Lucasfilm"", ""id"": 1}]",140,2005,2.365155353982301,1,94042
20000,Natalie Portman,16000,Christopher Lee,4000,Hayden Christensen,1.78,115,42990,Color,PG,USA,0,George Lucas,3,Action,310.675583,6.7,English,0,Star Wars: Episode II - Attack of the Clones,284,3516,464310,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,43.987061,"[{""name"": ""Lucasfilm"", ""id"": 1}]",142,2002,1.7015268086956525,1,82990
12000,Steve Buscemi,1000,John Ratzenberger,773,James Coburn,1.85,115,15013,Color,G,USA,0,Pete Docter,0,Adventure,289.907418,8.1,English,0,"Monsters, Inc.",250,593,585659,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",friend|little girl|monster|rival|scream,106.815545,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",92,2001,1.5209340695652176,1,28786
20000,Hugh Jackman,992,Tao Okamoto,929,Rila Fukushima,2.35,120,23755,Color,PG-13,USA,446,James Mangold,1,Action,132.55096,6.7,English,68000,The Wolverine,440,533,328067,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",healing power|marvel comics|mecha|regeneration|self healing,15.953444,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",126,2013,0.10459133333333326,1,114122
20000,Natalie Portman,14000,Liam Neeson,1000,Ian McDiarmid,2.35,115,37723,Color,PG,USA,0,George Lucas,1,Action,474.544677,6.5,English,13000,Star Wars: Episode I - The Phantom Menace,320,3597,534658,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,54.035265,"[{""name"": ""Lucasfilm"", ""id"": 1}]",136,1999,3.1264754521739127,1,85723
16000,Ryan Reynolds,15000,Emma Stone,12000,Nicolas Cage,2.35,135,43286,Color,PG,USA,16,Kirk De Micco,3,Adventure,187.165546,7.3,English,28000,The Croods,257,195,150618,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",cave|caveman|journey|strict father|survival,64.183321,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",98,2013,0.386411451851852,1,114302
12000,Nicolas Cage,836,Roger Willie,617,Noah Emmerich,2.35,115,15046,Color,R,USA,610,John Woo,0,Action,40.91183,6,English,0,Windtalkers,152,454,55994,"Joe Enders is a gung-ho Marine assigned to protect a ""windtalker"" - one of several Navajo Indians who were used to relay messages during World War II because their spoken language was indecipherable to Japanese code breakers.",code|duty|steel helmet|u.s. marine|u.s. soldier,18.714197,"[{""name"": ""Lion Rock Productions"", ""id"": 2812}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",134,2002,-0.6442449565217392,0,29109
26000,Chris Hemsworth,11000,Sam Claflin,9000,Charlize Theron,2.35,115,46719,Color,PG-13,USA,19,Cedric Nicolas-Troyan,2,Action,47.95202,6.1,English,16000,The Huntsman: Winter's War,231,134,37750,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",based on fairy tale|dark fantasy|fairy tale|second part|sequel,60.467984,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Perfect World Pictures"", ""id"": 10338}, {""name"": ""Roth Films"", ""id"": 16314}]",114,2016,-0.5830259130434783,0,108738
833,Noel Fisher,809,Danny Woodburn,429,Jeremy Howard,2.35,125,2690,Color,PG-13,USA,473,Jonathan Liebesman,0,Action,190.87124,5.9,English,62000,Teenage Mutant Ninja Turtles,348,491,167085,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,18 wheeler|mutant|ninja|sewer|turtle,143.350376,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Platinum Dunes"", ""id"": 2481}]",101,2014,0.52696992,1,67234
39,Phaldut Sharma,23,Basher Savage,13,Amy Warren,2.35,100,87,Color,PG-13,UK,0,Alfonso Cuarón,0,Adventure,274.084951,7.8,English,147000,Gravity,738,1885,582917,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",box office hit|long take|sole survivor|space|space station,110.153618,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Esperanto Filmoj"", ""id"": 7470}]",91,2013,1.7408495099999999,1,147162
650,Jamie Renée Smith,293,Grant Heslov,268,Tzi Ma,2.35,116,1569,Color,PG-13,USA,79,Roger Donaldson,1,Action,67.155742,5.8,English,0,Dante's Peak,93,277,62271,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",ash|escape|lava|mayor|volcano,16.90444,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Pacific Western"", ""id"": 1280}]",108,1997,-0.42107118965517243,0,2859
596,Tim Blake Nelson,360,Reg E. Cathey,78,Tim Heidecker,2.35,120,1261,Color,PG-13,USA,128,Josh Trank,3,Action,56.114221,4.3,English,41000,Fantastic Four,369,695,110486,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",box office flop|critically bashed|portal|teleportation|troubled production,38.126095,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Constantin Film."", ""id"": 9078}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]",100,2015,-0.5323814916666667,0,43423
49000,Robin Williams,3000,Rami Malek,1000,Steve Coogan,1.85,110,55486,Color,PG,USA,189,Shawn Levy,2,Action,250.863268,6.4,English,3000,Night at the Museum,179,444,234480,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.",chaos|museum|museum of natural history|night watchman|watchman,48.780039,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}]",108,2006,1.2805751636363638,1,111675
12000,Dwayne Johnson,2000,Ioan Gruffudd,884,Archie Panjabi,2.35,110,16718,Color,PG-13,USA,62,Brad Peyton,0,Action,155.181732,6.1,English,52000,San Andreas,358,499,147497,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",disaster movie|earthquake|journey|natural disaster|san andreas fault,100.412364,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Flynn Picture Company"", ""id"": 34081}]",114,2015,0.41074301818181835,1,83664
811,Vincent Schiavelli,766,Colin Salmon,387,Joe Don Baker,2.35,110,2958,Color,PG-13,UK,55,Roger Spottiswoode,3,Action,125.332007,6.5,English,0,Tomorrow Never Dies,160,328,149680,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three,42.887121,"[{""name"": ""Eon Productions"", ""id"": 7576}]",119,1997,0.13938188181818179,1,4977
13000,Heath Ledger,2000,Adam Baldwin,1000,Tom Wilkinson,2.35,110,19454,Color,R,USA,776,Roland Emmerich,1,Action,113.330342,7.1,English,4000,The Patriot,192,1144,207613,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",american revolution|british|french|hero|standoff,23.657284,"[{""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}]",165,2000,0.0302758363636364,1,40230
